"UF";"Cargo";"Nr";"Candidato";"Partido";"Coligação";"Situação";"Votação";"% Válidos";
"";"";"1555";"GEDEAO TIMOTEO AMORIM";"PMDB";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"62.999";"3,80"
"";"";"6565";"ERONILDO BRAGA BEZERRA";"PC do B";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"58.766";"3,54"
"";"";"5522";"CARLOS ALBERTO CAVALCANTE DE SOUZA";"PSD";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"53.020";"3,20"
"";"";"1010";"JOSE NILMAR ALVES DE OLIVEIRA";"PRB";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"48.281";"2,91"
"";"";"1315";"JOÃO PEDRO GONÇALVES DA COSTA";"PT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"46.927";"2,83"
"";"";"1900";"LUIS FELIPE SILVA DE SOUZA";"PTN";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"18.950";"1,14"
"";"";"1512";"MESSIAS WILSON DE MEDEIROS CURSINO";"PMDB";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"16.089";"0,97"
"";"";"3131";"MAURICIO WILKER DE AZEVEDO BARRETO";"PHS";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"16.064";"0,97"
"";"";"1312";"CRISTIANE AMARAL SALES TELLES";"PT";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"9.775";"0,59"
"";"";"3600";"ALONSO OLIVEIRA DE SOUZA";"PTC";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Suplente";"6.461";"0,39"
